identifier,papertitle,date,"bag of words"
http://resolver.kb.nl/resolve?urn=ABCDDD:010832566:mpeg21:a0578,[s.n.],1986-10-25,"aan aangegeven aangeknaagdeen aangespoeld aangespoeld aangespoelde aangespoelde aangesteld aannemen aannemen aanspoelden aanspoelt aanzienlijk achtergelaten af af af afgeplakt afgewerkt afkomstig afkomstig afwasmiddel al alcohol alle alle alle alleen alleen alleen allemaal allemaal allemaal allemaal allemaal allerlei allervieste alles alles als als als als altijd amelanders andere anecdotes anton argeloze artisa avonden bajonetsluiting bakenlicht bakken balken balken bedekt bedoeling beetje beheerder behoorlijk bekennen beloning bemanning berichten bestaat bestaat betrappen betreft bevonden bij bij bij bij bij bij bijna bijna bijzonder binnen blauw blijkbaar blijkt blijven boodschappen boord boterhammen brandden buislamp burgemeester chemicaliën containers containers containers containerscheepvaart controleur daar dakpande dan dan dan dan dan dat dat dat dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de der dertig deze deze deze die die die die die die die die die die die die die dingen dingen dingen dit doden doen doen doen doet donkerblauw door door door doorkwam doorstaan doorwaakte doorweekte dorp drenkelingen dronken duinen dus echt echte echte echte echte een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een een eens eens eens eetbaar eigen eigenlijk eindhoven eindje eisen elementen elk elke en en en en en en en en en en en en en en en en en en en en en en en en en en en engeland er er er er er er er er er er er er er even fietsbeldoppen fietsjes film fitting flarden flesje flesjes flesjes flesjes folklore formaat foto fotograaf fraaie fraaie gaan gaan gaat gave geblazen gebruikt gedachten gedeelte gedekte geen geheimzinnige geholpen geldt geleden geleden geleden geloven geluid gemaakt gemeente genoeg gesmeten getoucheerd geval gevangen gevangen gevecht geweldige gewogen gewoon gewordenuit gezin gezwiept gloeilampen goed golf gouden groot grote grote grote gure halve havenverlichtingsinstallatiesdeze heb hebben hebben hebben heeft heel heel heel hele helemaal helemaal hellende herfstavonden het het het het het het het het het het het het het het het het het het het het het het het het het het het het heten hielden hier hier honden hoop hoortnavraag horens hout houten houtje huisvlijt hun hun hun ieders iets ietsje ijmuiden in in in in in in in in in in in in in industriële ineens ineens ingeleverd ingewikkelde interview is is is is is is is is is is is is is is is jaar jaar japans jaren je je je je je je jede jutplezier jutten jutten jutten jutter jutter jutters jutters jutters juttertrucs kabels kan kan kilo kinderen klaar klein klein kleuren koeien koeken komen komt kop krakend krant kratten kregenverhalen krijgen kunnen kunnen kunnen kust kustbewoners kustpolitie lading lading lag lagedruk lamp lamp lang lang langgroot langs langs lawson lede leert lekkend lekker levende licht licht lichten liefhebberij liggen liggen liggen ligt lijf limonadeflesjes limonadeflesjes lokken losgeschroefde losgeslagen maakt maanden maar maar maar maar maar maar maar maar maar maar maargraag man manier mantel marineschepen maritieme matras mediterraan mee meel meenemen meer meer meer meer meest meevaren met met met met met met met met met met met met met met met met meteen min misschien misschien misschien moderne moderne moderne moeilijk moeilijk moeite moet moet na na na na naar naar naar nacht namelijk natriumlamp navenplaatsje navigatietechniek net net netjes nettenboei niet niet niet niet niet niet niet niet niet niet niet niet niet nog nog nog nog nog nog nog nog nog nog nog nog noodlot nooitvaten oefenen oefenknopen of of of of of of official ogen om om om om om omwonden onaanzienlijk onder onder ondergang onderweg ongebroken ontbinding ontdaan ontij onttakelde onverminderd onverteerbaars onwillekeurig ook ook ook ook ook ook ook ook ookvalt op op op op op op op op op op op op op op opbrengst open opengesperde opgediept ophet optrapt oranje oud oude ouderwets ouderwetse ouderwetse oudsher over over over over over overal overgestoken pakken philips plaats poetsvrouw proberen produkten professionele quarium raadselanton radio ral reden resten resten rijen romantiek romantisch rondlopen rubberlaars ruiken scanner scheepje scheepsbuit scheepstrui schepen schepen schiewerk schip schip schip schip schip schip schone schoonste schuimrubber schuivend sinds smaak snel snel sommige speelde spierverstijvingzelfs spookschip sportieve staaltje staat staat stapje stelde stond stonden stookten storm storm stormlantaarn stormlantaarnalleen strand strand strand strand strand strand strand strand strandpaviljoensniks strandvonder strandvonder strijd stroperij struinen stuk stuk stuk stukje stukje stukken stukken sturen tafel tandencurieus tanker te te te te te te te te te te te te te tegen tegenwoordig teruggeworpen tevergeefs tien tien tientallen tijd tijden toch toch toch toch toch toch toch toe toe toen tonnen tonnetjes toppen tshirts tussen tussen twee uitbraakt uitdrukkingen uiteindelijk uitgerust uitgevoerd utten vaak van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van vandaag vast vast vastgekit vat vaten veel veel velen veranderd verder verder verder verdwijnen vergaan vergaan vergaan vergaat verhalen verhalen verhalen verrotte verscheidene verschillende verschoven vervoersschepen verzekeringsmaatschappijen vinden vindenjoke vindersloon vindt vis vlijmscherpe vloedlijn vloerbedekking vonderswij vondst vondsten voor voor voor voor voor voor voor voor voor voorbij voorgoed voorwerp vorm vrachtgoed vrijwel vrijwel vroeger vrouwen vuren vuurtoren waar waar waard waarde waarde waarmee waarom waarschijnlijk waarvan wagen wal want waren was was was was wat wat wat wat wat we we week weer weet weg wegwerpaanstekers wekenlang wel wel wel wel weleen weliswaar welke welvan werd werk werk werk weyeen whisky whisky wij wijd wijn wijn wil wilt winderig worden worden worden worden worden worden wordt zakken zakken zandvoort zat ze ze ze ze ze zee zee zee zee zee zee zee zeeduivel zeeliedenmacramé zeeliedenmacramé zeemansknopen zeep zeereis zeevreemde zeewier zelfs ziel zien ziet zijn zijn zijn zijn zijn zijn zijn zijn zijn zijn zijn zijn zijn zo zo zo zo zo zo zoals zoals zoals zodat zogenaamd zogenaamde zonnebrandolieflesjes zorgvuldig zou zou zoveel zuigend zulke zwaar zware zware zwembroeken én én überhaupt"
http://resolver.kb.nl/resolve?urn=ABCDDD:010832556:mpeg21:a0140,[s.n.],1986-10-14,"30jarige 35jarige 5 aan aangehouden ad al alkmaar alkmaarder alkmaarse alkmaarse alkmaarse andere anderen anp belgië betrapt bewaring d dag dagen de de de de de de de de de die die doodslag door drie droeg duitsland een een een een een een er exechtgenote gaat gevangene gevangenisstraf gingd grenspolitie grenspolitie heeft heerlen het het het hij hij hij huis in in koninklijke later man marechaussee meldde met na naar nog nu oktober om om ontdektedat ontsnapte ontsnapte ontsnapte ontsnapten op op over politie rechtbank rr smokkelzone te ten tijde toen tot trachtte twee twee uit uitbraak van van van van van veroordeeld via vier vijfjaar vlucht vluchten volgens voorarrest voortvluchtig wegens werd werd west westduitse westduitse woordvoerder zat zich zijn zijn zijn"
http://resolver.kb.nl/resolve?urn=ABCDDD:010832551:mpeg21:a0170,[s.n.],1986-10-08,"35jarige aandringen alkmaar alkmaarder alkmaarse alkmaarse anp bergerhout bergerhout bewaring bij bij cel de de de de de de die een en familie familie gedetineerden gemeld gevangenis gezelschap heeft heeft hersteld het het het hij huis in in is man na niet nog omdat ondergebracht ontsnapte op opiumwet overtreding politiede r r raam schutterswei traliewerk uit uitbraak van van van van van van van verdacht vervoegd vier was zich zich zijn zijn zijn zondagavond"
http://resolver.kb.nl/resolve?urn=ABCDDD:010832548:mpeg21:a0602,[s.n.],1986-10-04,"1 1 10 10 11 11 12 12 13 13 14 14 14 15 15 16ufurgent 17kervel 18virago 19 2 2 20 21 22 23 24 3 3 4 4 5 5 51ucide 6 6paalworm 7 7 8 8 9 91antaren aanzet agrariër alinea allee allerlei anagram anagram anagram annuïteit antifase betekenissen canada de diagonalen dras duit edeleer en erker even f fantasiekostuum forens geluidsbarrière girasol gis grasland haar halfelf handelseconomie hematoom horizontaal ibis kaars kryptogram lage lawaai leeds leem lente lers letaal links loops luierik maillotverticaal man mar margate mo natuur navraag nest olet op oranjefr pitmop pools puzzel reaal rei relatie ruïne seine sekse serge servet slaag slaap sleutel sloop sneeuwbal statief stip t taille tooi totebel twee uitbraak verlies vertier vrijmoedig vuilverbranding wandelweg"
http://resolver.kb.nl/resolve?urn=ABCDDD:010832429:mpeg21:a0183,[s.n.],1986-03-14,"0051 0110 1 11 120 1301 144 144 1500 1500 18 19 1910 1985 2 250000 280000 4e 500 543 76 770000 78000 aan aan aan aan aan aan aan aan aan aanschouwelijke aansprekende aanwezigen aard aardappelachtig aardbewoners aarde aarde acht adem af afgestemd afloop afmeting afstand afstand afstand afstand afstand afstand afstand afstanden ah al al al al al al al alle alle alle alleen allemaal alles als als als als aluminium alvorens amerikaanse analyse andere andere andere andere anders angst ap apparatuur ariane armada astronomische australië avond avond avondje avondje baan baan beeld beeld beelden behoorde behoren bekorten belangstellenden belopen ben bepaalde bepalen beschermende besef besig bestaat betonnen bevestigden bevestigen bevond bewees bieden bij bij bij bij bij bij bijgedragen bijna bijna bijna bijna binnen binnendringer binnenvijf blijken blik boeg boeggolf boeken bom bondone boord breekt brengtde buitenaardse buurt camera camera camera champagneglazen climax compleet conclusies controlecentrum controlecentrum controlecentrum dagen dan dan darmstadt darmstadt darmstadt darmstadt darmstadt darmstadt darmstadt dat dat dat dat dat dat dat dat dat dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de deden deel deeltje deeltjes dergelijke destijds deze di dicht dichtheden die die die die die die die die die die die die die die die die die die die dienen direct directe ditmaal doel doet donkere door door door door doorboord drankje drie drie duizenden dus dè dé een een een een een een een een een een een een een een een een een een een een een een een een een een een een eens eens eens eens eer eerder eerste eerste eerste eerste eerste eg elf elk elkaar en en en en en en en en en en en en en en en en en en en en en en en en en en enkele enkele enkeling enorme er er er esa esa esa esaprogramma estec estec estec europese europese europese europese even even experiment experiment experiment experiment experimentele experimentele experimentele experimenten experimenteren falen fendezvous flinke foto foto fotos fotos fotos fotos fotos fotos ftog functioneert gaan gaat gaat gaat gebracht gebroken gedoemd geen gegevens gegevens gegevens geheven gekleurde geld geleden geleden gelouterde geluktde gemak genodigden genoemd genoemd geslagen geslagen gestoken getrokken gevallen gevolgen gewacht gewond gezichten gezien gezien gingen giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giotto giottoeen giottomissie gram grand greep grondstations grote grote grote had hadden hadden hadden halley halley halley halley halley halley halleys halleys halleys hapje heb hebben hebben hebben heeft heeft heeft heeft heelal heethet hemellichaam het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het hoge honderden hoogstens hoogstens hoogtepunt hooiberg houdt huiskamer hun hun hun i i iets ii in in in in in in in in in in in in in in in in in in in in in in in in in in in in in in inclusief informatie ingekleurde ingeschakeld inhoudt inschoot inslagen inslagen inspanningen interviews is is is is is is is is is is is is is is is is is is is is is is is is is is italiaanse jaar jaar jaar jaar japanse japanse jaren jarenlange jules juli jvog kamikazeexpeditievooraf kan keer keer kende kennis kern kern kern kern kern kern kern kiekjes kijkers kilometer kilometer kilometer kilometer kilometer kilometer kilometer kilometer kilometer kilometer kilometer kilometer kilometers kilometers kilometers klein kleine kleine kleine kleuren kleurrijk klokslag koerscorrectie kogel komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeet komeetkern komeetrstaart komen komen komt kort krijgen krijgen kunhen kunnen kunnen kunnen kunstmatig kunststof laag laatste laatste laatste laboratorium lancering lanceringen lang lang lang langs later lege leggen leveren licht lichte lood lood loodje lopen luchtruim maakt maan maar maar maar maar maar maar maar maar maar maar maar maar maar maar maar maken man matige meer meer meer meer meer meest meest melding men mens mensen met met met met met met met met met met met met met meter metingen miljoen miljoen miljoen miljoenen miljoenen miljoenenproject minstens minuscule minuscuul minuten minuten minuten mislukken missie missies moesten moet moet moet moeten moeten mogelijkheden moment mondjesmaat na naar naar naar naar naar naar naar naar naar naar naarmate nabije naderen naderen2202 nadert nadert nagelaten natuurlijk nauwelijks nederlandse nederlandse negen nemen net niet niet niet niet niet niets nihil nodig nog nog nog nog nog nog nog nog nog nog nog nog nog nog nog noodzakelijke noordwijk noordwijk noordwijk noórdwijk nu object of of of of old om om om om om onbemande ondanks onderbroken onderscheiden ongeluk ongerustheid ons ons ons ontmoeting ontstaan onwaarschijnlijk onzekere ook ook ook ook oorsprong oort op op op op op op op op op op op op op op op op op op op op opnamen opstellingen opstellingen opvangen opwinding opwinding oudejaarsavond over over over over over over overbrugt overleven paar paar pas pas passeren per per per pers plaatjes plaatjes plotseling plus procent produkt professor punt radiogolven raket raketten relatieve rendesvous reportages resultaten resultaten resultaten rillingen risico risico risicos rolf rond ronden rondtollende rondtollende rug ruim ruim ruimte ruimte ruimteschip ruimtesonde ruimtesonde ruimtesonde ruimtesonde ruimtesonde ruimtevaart ruimtevaart ruimtevaart ruimtevaart ruimtevaartagentschap ruimtevaartkringen ruimtevaartuig ruimtevaartuig ruimtevaartuig ruimtevaartuigen russische russische sakigae samen samenstelling schattingen scheerde scheiden schilder schilderde seconde seconde seconden seconden sferen signalen signalen sijn sijpelt slaat slecht slechts slechts slechts slechts slechts slechts slechts slechts sneeuwbal snel snelheid sondes sondes sondes sondes spaceshuttle spanning spanning speciale speld sporen staart staat staat stap steeds sterrenkunde stilte stof stof stofdeeltje stofdeeltjes stokt storm stromen stroom succes suisei systemen tachtig tastbaar2035 te te te te te te te te te te te te te technici technologie technologie teleurstelling televisiebeelden terwijl terwijl tevreden teweeg tien tien tiental tijd toe toen tonnen tooeten toont tot tot tot tot tot tot tot tot tot tripje tussen tvscherm tvschërm tvuitzenüing twaalf twee tweede twintig type u u u uit uit uit uit uit uit uit uit uit uit uitbraakt uiteindelijk uiteindelijke uitgelopen uitgewerkt uitgezonden uitstekend unieke uur uur uur uur uur uur uur uur uur uur uur uur uur uur vaartlaboratorium vage van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van van vanmorgen vanuit vanuit vanuit variant vaststaat vega vegas ver verbijstering verbinding verbinding vergelijken vermoeden verne vernuftige verpozing verschil verschillende verschillende verstrijken vertraging verwachting verwijderd verzonden vier vier vierenhalf vijftig vliegen vlucht voertuig voltooid voltooid voor voor voor voor voor voor voor vooral vooral voordat voorgesteld voorlopers voort voortrasend vordert vorm vorm vorm vormen vosnoordwijk vrije vuile waar waar waar waaraan waard waarop wachten wanneer wanneer want want waren was wat wat wat wat wat weg weinig weken wel wel wel wens werk werken werkt westduitse westduitse weten weten wetenschap wetenschappelijke wetenschappelijke wetenschapper wetenschappers wetenschappers wetenschappers wetenschappers wetenschappers wetenschappers wiebelt wierpen wolk wonderen wonderlijk worden worden worden worden wordt wordt wordt wordt wordt wotdt zaaltje zaaltje zal zal zal zal zal ze zeggen zekerheid zelf zelf zelfs zelfs zelfs zelfs zelfs zelfs zendt zich zich zich zien zien zien zien zijn zijn zijn zijn zijn zijn zijn zijn zijn zijn zo zo zo zo zo zo zoals zoals zodanig zoek zoekt zon zon zon zon zon zon zon zon zond zonnestelsel zonnestelsel0007 zonnestelstelvergeleken zonzijde zorgde zorgen zullen zullen ér één óp öe"
http://resolver.kb.nl/resolve?urn=ABCDDD:010878800:mpeg21:a0002,"NV De Volkskrant",1986-02-17,"1926 1974 255 463 483 50 517 78 aan aan aar af afario afgemaakt afkeer al anjerrevolutie behaaldtoch behandeling beklaagden bestel betrouwbare bewerkstelligende bijna biogo blijft bosschartlissabon branco brengt burgerlijke caste christendemocraat communisten computerprognose conservatieve controlemaatregelen correspondent dag dat dat de de de de de de de de de de de de de de de de de de de de de de de de democratische deze deze deze dichtbij die die die die directeurgeneraal ditmaal dubbeltje dus echter een een een een een een eerste eerste eerste egeringsfunctionaris en en en en en er er factoren fp25 fpeiders fpjs freitas freitas gal gaven gedisciplineerde genomen gespeeld gevangen gevangenis gevangeniswezen goede grotere had had heeft hem het het het het het het het het het het hij hoge hoofd hoofdrol hun hun hun in in in in in in in in in juis justitie kant kiezers kreeg lang leden lieten links lissabon lissabondoorslaggevende luidden mario mario mario media meest met met met ministerie moordaanslag na naar naar ndanks net niet nog of om ondanks ondanks onderworpen onze op op op open opkomst opkomst organisatie overbrugd overwinning pas percent percent percent percent percent persoonlijke politieke portu portugal portugese portugese president presidentsverkiezingen radicaallinksen recente rechts regeringen robbert ronde ronde schattingen scherpe schot sinds sinds slechte slechts snijden soares soares soares soares soares soares socialist socialist spanning spoedig stabiliteit stem stemgedrag stemmen steun talrijke te tegen tegen telefonisch terreurbeweging tevoren tiental toonden triomf tussen tweede uit uit uitbraak van van van van van van van van van van van van van van van verblijven verbouwen verdeeldheid verhoopte veroorzaakt verscherpte volgens voor voor ware was was weer wegens worden wordt wraak zal zaterdag ziet zijn zijn zijn zijn zo zondagavond zrj"
http://resolver.kb.nl/resolve?urn=ABCDDD:010879163:mpeg21:a0074,"NV De Volkskrant",1986-12-17,"111 15 1984 200 a aan aantal aantal abp abpsteekpenningenaffaie abpsteekpenningenzaak abptransjjcties achteraf achttiende af afspelen afvallen al aldus allemaal als als als arrestatie at bak bc bedoeld bedrag belangrijk belastingenclave bemoeienis ben bereikt beschuldigde bewijsmateriaal bijna bijnaam blazen bouwwereld boze bv bv bü bü chter compaan courtage courtage cynisme daar daar daar daardoor dag dan dan dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de deel definitieve die dinsdag dinsdag door doorgegaan draaide dreef echter ed een een een een een een een een een een eerst eet en en enorm ervan even exabpj_ecteur figuur financiële francs francs gaan gedeeldrechtbankpresident gedwongen geen gegaan gegeven gehaaldvolgens gejatte geldlening gevild gevraagd haar had had had had hadden hadden haddenmasson hans hebben hebben hechte heeft heeft heeft heijboer hekelde hem hem hem het het het het het het het het het het hij hij hoofdverdachte hoofdverdachte horsten houden hü hü hü hü i ik ik ik ik ik ik ik in in in in in in in in in in in in incasseren inderdaad informeren inziens ir is jersey jersey jersey jjanval jpmpe justitie justitie k kan kijken kleur klinkt kobus kunnen lasson laten luidde maar maar maar maastricht maastricht maastrichtse masson masson masson masson masson masson masson masson massons massons medeverdachte mee meer mei met met met mij mij miljoen miljoen min ministerie moest moeten mogen mr mr mr mr na naam naar naar nederlandse niet niet niet nog noodzaakte nu nu nujn of om om om ome onderzoek onderzoek onderzoek ons ontlastend onze ook ook op op op op op openbaar opgedrongen opheldering optreden over over over over overeenstemming p p pest pierre plaatsen proces procesvan projecten pvallend raar rechtbank rechtbank rechtbankpresident rechttnkpresident rekende rekening rest rol samenwerking scepsis schurft september shjk staat te te te te te tegemoet tegen tja toen toucheerde transacties tttingsdag twijfels tydens uitbraak uitladen uitte van van van van van van van van van van van van van van van van verantwoorden verder verklaringen verklaringenir verslaggevers vinnige volgens volop voor voor voor voor voor vraagtekens waar waarheidsgehalte was was was was wat wel weliswaar wens winstgevende wordt wortman wortman wortmans yertelde zakenvriend zal ze ze ze zich zich zien zijn zijns zitten zo zo zoals zoek zomermaanden zon zon zon zon zon zon zon zonder zondoor zons zou zowel zwitserse zyn zün zün zün"
http://resolver.kb.nl/resolve?urn=ABCDDD:010879155:mpeg21:a0188,"NV De Volkskrant",1986-12-08,"2 21 33 33 62 73 aan aangespannen aantreden aanvoerder absoluut actie actie af afwerking akkoord al al alleen als alsnog alsnog andere andere bedenkehjke bedroevend been begon beide beide beleven beperkte bereikten bernhard berteling berteling beschouwer besturen beter bezoek bezoekt bij bleef bloedeloos club club club clubs competitie competitie competitiewedstrijd competitiewedstrijd creëerde daarna daarna dag dag dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de definitief demaar denken denken deze die die die die die die dit doel doelpuntenhelaas door door door druk dub duel dus echt een een een een een een een een een een een een een een een een een eerder eerste eindhoven eindhovenden eindigde en en en en en en en en en en en en en en en ene ene ene enerverende enige er er faalde financieel financieel fout gaande gaf gebracht gebrachtijshockeyvereniging geding geen gegeven geisterfer gekomen geleen gelegenheid gelijk gelijkspel gemakkelij gemiddelde geregeld geringprins gestraft gewacht gewone gezien gisteravond goally groningen had heeft hekkensluiter helemaal helpengelderse hem het het het het het het het het het het het heten hield hield hier hij hoeft hopeloos hü iemand ijshockeybond ijshockeycompetitie in in in in in in in in in in in in in in international is is is jaar john jonge k kans kansen kansloos komst kon koploper koren koren koren koren koren kort kunnen kwam kwam kwam laatste langszij langszij langzaam later leek leuk maar maar maar meer met met met met met michel mindering minuten miste molenaar moment moons na na naar naar namehjk net niet niet niet niets niets nieuwe nijmegen nijmegen nijmegen nijmegen nijmegen nijmegen nijmegen nijmegen nijmegen nijmegen niveau niveau nog nummers nümegen nümegen oefenen offs om om omdat ondanks onze ook ook op op op op op opnieuw opnieuw oppervlakkig oude overwicht pandas periode periode periode periode play plotseling publiek puck punt punten puntje ranglijst ranglijst rechts rest rond rotterdam rotterdam rotterdam rotterdam rotterdam rotterdam rotterdamse rug saai seizoen seizoen slechts snel snelle spannende spanning spectaculaire speelde spel spelen spelers sprakevan staan stad steunen stoer stunt te te te te te te te te te team teams tegen tegen tegen tegen tegenslag terug terugkeren tevremaar toen toestemming topper tot tot tot transfer tussen tussen twee tweede uit uitbraak uitliep uitslagen utrecht utrecht utrecht van van van van van van van van van van van van verdwynen verliest verloor verrassend verschil verschillende via via via viel vleugelsde voelde voor voor voor voor voor voor voor voor voor voorbü voorkomen voorsprong voorsprong vorig waar waard waardoor waarin was was was was was was was wat wedstrijd wedstrijd wedstrijd wedstrijd week weer weer weet wel wel weliicht weliswaar welke werd werd werd wereldnatuurfonds won worden zag zakte zaterdag zaterdagavond zaterdagavond zeer zeer zich zien zien zo zorgde zou zün zün zün zün één üshockey üshockeyer üshockeymedewerker üshockeywedstrijden"
http://resolver.kb.nl/resolve?urn=ABCDDD:010879150:mpeg21:a0117,"NV De Volkskrant",1986-12-02,"15 200 275 31 40 40 61 6e 800 aan aanvalsroutes afgesneden afp al al aldus alleen alleen amal amal amal amal amal amalbeweging amalin amerikaanse antitankraketten ap banken behulp beiroet beiroet beiroet beschoot beschuldigingen bezoek bij binnen bleven bourj brachten brajneh brigades buiten chatila chatila daarbij daarbij daarmee daaronder dan dat dat dat dat dat de de de de de de de de de de de de de de deze dicht die die die door door dorp duizend een een een een en en en en en en en families gebruik gedaan gedood geen gelegen gelegen gestaakt gesteld geuit gevecht gevechten gewond gewondvolgens gezien gingen gisteren hebben hebben heeft heeft het het het het het het het het het het het het hier houwitzers huisaanhuis in in in in in in in in intussen inwoners kader kamp kamp kampen kampen kans katjoesjas komen le leger leger leven libanese libanese libanese m48 maandag maandag maandag maar maar machinegeweren maghdouche maghdouche meer meevechten meldde meldde meldde meldden mensen mensen met met met met mortieren mortieren naast namen nauwe niet nieuwe nog om omgekomen onder ook ook ook oorlog palestijnen palestijnen palestijnen palestijnse plaatselijke plocommuniqué plocommuniquéamal plostrijders pogingen politie priester protest regelmatig regelmatig rond rpgraketten ruim russische samengetrokken scholen schoten shiitische shiitische sidon sidon stad straatjes strijd t54 tanks tanks tanks tanks tanks te te tegen tellende terug tevens trekken tussen twee type uit uit uitbraakpogingen van van van van van van van van van van verijdeld verlamt verslaggevers verslaggevers volgens volgens vuur vüf waren week weg werd werden werden werden wijken winkels woonwijken zij zouden zuidbeiroet zuidelijke zuidelijker zuiden zün zün zün"
http://resolver.kb.nl/resolve?urn=ABCDDD:010878682:mpeg21:a0075,"NV De Volkskrant",1986-09-01,"03 18 aan aan aan aangetaste aanknopingspunten aantal acht acht afgelopen afgelopen al al alles als als aquaria bepaalde bereikt besnoeiingen betere beveiligingsmethoden bewakingspersoneel bewaring bezoekersregeling bezuinigingen bezuinigingen bezuinigingen bezuinigingen bezuinigingen biedt bij buitenaf burg burg burg burgbedacht cda cdakamerlid cel daartoe dan dan dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de degenen den der der der der detectiepoortjes deze die die die directie dit dit door draaien duizend een een een een een een een eens eerder en en en en er feit gebruikt gedaan gelden gemaakt gepleegd gevangeiswezen gevangenen gevangenen gevangenen gevangenen gevangenen gevangenis gevangenispersoneel gevangenissen gevangeniswezen gevolg goed grens gunstige haag haasberger hadden hebben hebben hemel hen het het het het het het het het het het het hetzelfde hoogte huis hulp hun hun in in is is itij jaarlijks jaren je justitie kabinetsperiode kamerlid kan komen komt korter kortevan kosto kunnen langer maar mee meer mensen met met moet moet moeten mogelijk motivatie ncrvradio niet niet nonchalance of of of om onderscheppen oneens ongedaan ongewenste onjuist ontsnappingen ontsnappingen ontsnappingen ontsnappingen ontsnappingsgevaarüjk ontsnapt ontsnapt ook ook op op op op op op oppositie percent poging poortjes pvdahet pvdakamerleden radio recente rechtstreeks regime regime royale rustig schrijven sommige soms staatssecretaris staatssecretaris stelling straf strenger te te te tegenwoordig terrein terug toe tv uitbraakpoging uitbraakpogingvolgens uitzittende valt van van van van van van van van van van van van van van van van van verblijven verder verslapte vindt vindt vindt vindt vliegveleden volgens voor voor voor voor voorstander voorwerpen waakzaamheid was weet wel wel wel wijten worden worden worden zeer zei zijn zijn zijn zijn zo zoals zondag"
